Time	Pitot	Thrust	AX	AY	AZ
133428	12.00	11.00	-0.81	-0.04	10.25
133477	8.00	7.00	-0.75	-0.10	10.34
133508	14.00	13.00	-0.72	-0.05	10.41
133567	5.00	4.00	-0.71	-0.05	10.33
133598	12.00	11.00	-0.75	-0.11	10.37
133697	0.00	0.00	-0.81	-0.10	10.36
133727	8.00	7.00	-0.73	-0.01	10.33
133777	5.00	5.00	-0.66	-0.06	10.29
133808	12.00	11.00	-0.75	-0.01	10.30
133867	4.00	3.00	-0.76	-0.06	10.23
133898	11.00	10.00	-0.72	0.01	10.32
133938	14.00	13.00	-0.73	-0.09	10.26
133997	5.00	4.00	-0.70	-0.09	10.27
134028	12.00	11.00	-0.71	-0.07	10.31
134077	8.00	7.00	-0.71	0.00	10.35
134108	14.00	13.00	-0.74	-0.08	10.33
134206	0.00	0.00	-0.75	-0.06	10.28
134237	8.00	7.00	-0.77	-0.06	10.34
134267	14.00	13.00	-0.63	-0.06	10.33
134296	21.00	19.00	-0.76	-0.03	10.38
134328	25.00	23.00	-0.76	-0.15	10.36
134377	16.00	15.00	-0.72	-0.01	10.27
134408	21.00	20.00	-0.72	-0.03	10.25
134467	9.00	8.00	-0.75	-0.02	10.34
134498	15.00	14.00	-0.73	-0.07	10.32
134538	17.00	16.00	-0.77	-0.05	10.31
134587	11.00	10.00	-0.76	-0.03	10.28
134636	7.00	6.00	-0.75	-0.11	10.35
134668	14.00	12.00	-0.79	-0.06	10.20
134717	9.00	8.00	-0.76	-0.03	10.29
134748	15.00	14.00	-0.69	0.01	10.31
134807	5.00	5.00	-0.75	-0.07	10.33
134838	12.00	11.00	-0.77	-0.08	10.34
134887	8.00	7.00	-0.72	-0.08	10.26
134918	14.00	13.00	-0.74	-0.08	10.34
134977	5.00	4.00	-0.70	-0.07	10.31
135008	12.00	10.00	-0.74	-0.06	10.38
135107	0.00	0.00	-0.74	-0.08	10.34
135147	6.00	5.00	-0.78	-0.04	10.32
135178	13.00	11.00	-0.74	-0.06	10.38
135227	8.00	7.00	-0.73	-0.02	10.33
135258	14.00	13.00	-0.70	-0.01	10.28
135317	5.00	4.00	-0.74	-0.07	10.32
135348	12.00	11.00	-0.68	-0.08	10.28
135397	8.00	7.00	-0.82	-0.12	10.30
135428	14.00	13.00	-0.70	-0.05	10.34
135477	10.00	9.00	-0.74	-0.08	10.27
135526	6.00	5.00	-0.76	-0.03	10.41
135558	13.00	12.00	-0.75	-0.08	10.37
135617	4.00	4.00	-0.78	-0.09	10.35
135648	11.00	10.00	-0.74	-0.01	10.37
135697	7.00	6.00	-0.77	-0.08	10.39
135747	6.00	6.00	-0.76	-0.04	10.34
135778	13.00	12.00	-0.77	-0.05	10.40
135827	9.00	8.00	-0.76	-0.08	10.37
135858	15.00	14.00	-0.76	-0.09	10.34
135917	6.00	5.00	-0.73	-0.01	10.32
135948	12.00	11.00	-0.68	-0.05	10.29
136037	0.00	0.00	-0.71	-0.02	10.32
136067	8.00	7.00	-0.74	-0.08	10.33
136127	2.00	2.00	-0.68	-0.05	10.34
136158	10.00	9.00	-0.73	-0.07	10.41
136207	6.00	5.00	-0.72	-0.04	10.38
136238	13.00	12.00	-0.79	-0.02	10.28
136297	4.00	4.00	-0.75	-0.08	10.37
136328	11.00	10.00	-0.72	-0.08	10.38
136368	14.00	13.00	-0.75	-0.09	10.33
136427	5.00	4.00	-0.72	-0.08	10.41
136458	12.00	11.00	-0.73	-0.06	10.31
136497	13.00	12.00	-0.77	-0.06	10.33
136557	5.00	4.00	-0.74	-0.07	10.34
136588	12.00	11.00	-0.70	-0.08	10.21
136637	8.00	7.00	-0.67	-0.07	10.35
136668	14.00	13.00	-0.82	0.09	10.60
136727	5.00	4.00	-0.77	-0.08	10.28
136758	12.00	11.00	-0.70	-0.07	10.33
136807	8.00	7.00	-0.76	-0.02	10.37
136838	14.00	13.00	-0.74	-0.06	10.40
136937	0.00	0.00	-0.76	-0.10	10.36
136967	8.00	7.00	-0.76	-0.03	10.38
137007	11.00	10.00	-0.73	-0.04	10.31
137067	4.00	3.00	-0.75	-0.02	10.31
137098	11.00	10.00	-0.75	0.03	10.32
137147	7.00	6.00	-0.76	-0.08	10.22
137178	13.00	12.00	-0.77	-0.02	10.35
137237	5.00	4.00	-0.78	-0.04	10.26
137268	12.00	11.00	-0.71	-0.09	10.28
137317	8.00	7.00	-0.77	-0.06	10.33
137348	14.00	13.00	-0.74	-0.07	10.28
137397	9.00	8.00	-0.74	-0.03	10.30
137427	15.00	14.00	-0.72	-0.04	10.32
137456	22.00	20.00	-0.75	-0.08	10.36
137537	2.00	1.00	-0.75	-0.04	10.27
137568	10.00	9.00	-0.77	-0.06	10.35
137608	13.00	12.00	-0.72	-0.02	10.34
137667	5.00	4.00	-0.77	-0.10	10.31
137698	12.00	11.00	-0.75	-0.08	10.32
137747	8.00	7.00	-0.75	-0.05	10.26
137778	14.00	13.00	-0.72	-0.09	10.38
137827	10.00	9.00	-0.71	-0.06	10.31
137858	16.00	14.00	-0.74	-0.11	10.34
137947	8.00	7.00	-0.78	-0.02	10.25
138006	2.00	1.00	-0.73	-0.02	10.31
138037	10.00	9.00	-0.71	-0.01	10.28
138087	6.00	6.00	-0.68	-0.09	10.37
138118	13.00	12.00	-0.77	-0.09	10.38
138177	4.00	4.00	-0.71	-0.08	10.32
138208	11.00	10.00	-0.76	-0.05	10.30
138248	14.00	13.00	-0.75	-0.05	10.31
138307	5.00	4.00	-0.72	-0.06	10.27
138338	12.00	11.00	-0.78	-0.02	10.28
138387	8.00	7.00	-0.76	-0.05	10.30
138418	14.00	13.00	-0.76	-0.06	10.34
138457	14.00	13.00	-0.73	-0.07	10.30
138517	6.00	5.00	-0.76	-0.08	10.34
138548	12.00	11.00	-0.79	-0.05	10.29
138597	8.00	7.00	-0.78	-0.07	10.31
138628	14.00	13.00	-0.70	-0.06	10.35
138687	5.00	5.00	-0.76	-0.06	10.31
138718	12.00	11.00	-0.72	-0.04	10.32
138767	8.00	7.00	-0.76	-0.08	10.35
138798	14.00	13.00	-0.83	-0.09	10.29
138838	16.00	15.00	-0.71	-0.04	10.34
138887	11.00	10.00	-0.70	-0.03	10.33
138947	4.00	3.00	-0.74	-0.08	10.33
138978	11.00	10.00	-0.77	-0.10	10.31
139027	7.00	6.00	-0.76	-0.04	10.37
139058	14.00	12.00	-0.76	-0.02	10.33
139117	5.00	4.00	-0.79	-0.11	10.34
139148	12.00	11.00	-0.74	-0.01	10.26
139197	8.00	7.00	-0.74	-0.08	10.27
139228	14.00	13.00	-0.77	-0.10	10.38
139267	15.00	14.00	-0.73	-0.06	10.33
139327	5.00	5.00	-0.75	-0.06	10.28
139358	12.00	11.00	-0.77	-0.05	10.36
139398	15.00	14.00	-0.74	-0.05	10.28
139457	5.00	5.00	-0.77	-0.04	10.35
139488	12.00	11.00	-0.71	-0.04	10.26
139537	8.00	7.00	-0.72	-0.08	10.41
139568	14.00	13.00	-0.77	-0.10	10.37
139627	5.00	4.00	-0.73	-0.11	10.29
139658	12.00	11.00	-0.69	-0.07	10.33
139757	0.00	0.00	-0.73	-0.04	10.39
139787	8.00	7.00	-0.79	-0.04	10.33
139837	5.00	5.00	-0.79	-0.08	10.35
139868	12.00	11.00	-0.77	-0.07	10.27
139927	4.00	3.00	-0.72	-0.08	10.29
139958	11.00	10.00	-0.79	-0.03	10.23
140007	7.00	6.00	-0.76	-0.04	10.36
140047	11.00	10.00	-0.75	-0.07	10.31
140078	17.00	15.00	-0.72	-0.06	10.30
140176	0.00	0.00	-0.71	-0.07	10.34
140207	8.00	7.00	-0.73	-0.07	10.36
140266	2.00	2.00	-0.71	0.00	10.25
140297	10.00	9.00	-0.77	-0.02	10.43
140347	6.00	6.00	-0.74	-0.10	10.32
140378	13.00	12.00	-0.75	-0.02	10.37
140437	5.00	4.00	-0.70	-0.10	10.32
140468	12.00	11.00	-0.77	-0.09	10.40
140517	8.00	7.00	-0.79	-0.08	10.34
140548	14.00	13.00	-0.73	-0.08	10.37
140607	5.00	4.00	-0.73	-0.04	10.32
140638	12.00	11.00	-0.73	-0.08	10.40
140678	14.00	13.00	-0.72	-0.02	10.27
140717	15.00	14.00	-0.73	-0.01	10.27
140777	5.00	5.00	-0.70	-0.00	10.27
140808	12.00	11.00	-0.73	-0.05	10.35
140867	4.00	3.00	-0.71	-0.05	10.38
140898	11.00	10.00	-0.71	0.00	10.31
140947	7.00	6.00	-0.69	-0.06	10.36
140978	13.00	12.00	-0.71	-0.07	10.38
141037	5.00	4.00	-0.66	-0.08	10.25
141068	12.00	11.00	-0.76	-0.08	10.31
141117	8.00	7.00	-0.72	-0.04	10.36
141148	14.00	13.00	-0.71	-0.08	10.30
141187	14.00	13.00	-0.78	-0.05	10.39
141247	6.00	5.00	-0.74	-0.02	10.36
141287	10.00	9.00	-0.76	-0.05	10.28
141318	16.00	14.00	-0.70	-0.06	10.29
141377	5.00	5.00	-0.71	-0.10	10.26
141408	12.00	11.00	-0.72	-0.07	10.35
141457	8.00	7.00	-0.76	-0.07	10.29
141488	14.00	13.00	-0.74	-0.08	10.29
141547	5.00	4.00	-0.75	-0.03	10.35
141578	12.00	11.00	-0.69	-0.12	10.27
141627	8.00	7.00	-0.76	-0.02	10.30
141658	14.00	13.00	-0.69	-0.03	10.25
141697	15.00	14.00	-0.78	-0.08	10.35
141757	5.00	5.00	-0.76	-0.03	10.34
141788	12.00	11.00	-0.76	-0.09	10.29
141847	4.00	3.00	-0.70	0.00	10.29
141887	9.00	8.00	-0.76	-0.05	10.37
141918	15.00	14.00	-0.75	-0.05	10.37
141967	10.00	9.00	-0.76	-0.08	10.36
141998	16.00	15.00	-0.74	-0.08	10.35
142057	5.00	5.00	-0.73	-0.03	10.24
142088	12.00	11.00	-0.69	-0.06	10.30
142187	0.00	0.00	-0.72	-0.07	10.35
142218	8.00	7.00	-0.73	-0.05	10.32
142267	6.00	5.00	-0.73	0.03	10.34
142298	12.00	11.00	-0.68	-0.11	10.32
142357	4.00	3.00	-0.70	-0.07	10.41
142388	11.00	10.00	-0.68	-0.03	10.34
142437	7.00	6.00	-0.72	-0.03	10.26
142468	14.00	12.00	-0.72	-0.01	10.25
142508	16.00	15.00	-0.75	-0.05	10.26
142567	6.00	5.00	-0.76	-0.05	10.35
142598	13.00	12.00	-0.73	-0.09	10.35
142637	13.00	12.00	-0.66	-0.04	10.38
142697	5.00	4.00	-0.71	-0.08	10.29
142728	12.00	11.00	-0.68	-0.06	10.35
142787	4.00	3.00	-0.71	-0.07	10.32
142818	11.00	10.00	-0.72	-0.08	10.35
142867	7.00	6.00	-0.75	-0.10	10.41
142898	14.00	12.00	-0.72	-0.06	10.27
142957	5.00	4.00	-0.72	-0.06	10.35
142988	12.00	11.00	-0.73	-0.07	10.26
143077	0.00	0.00	-0.74	-0.07	10.29
143127	3.00	2.00	-0.70	0.01	10.37
143158	10.00	9.00	-0.71	-0.04	10.33
143207	6.00	5.00	-0.79	-0.06	10.29
143238	13.00	12.00	-0.79	-0.08	10.25
143297	4.00	4.00	-0.75	-0.05	10.30
143328	11.00	10.00	-0.74	-0.08	10.35
143507	35.00	33.00	-0.76	-0.08	10.40
143538	38.00	36.00	-0.69	-0.06	10.32
143577	34.00	32.00	-0.71	-0.08	10.30
143637	16.00	15.00	-0.72	0.00	10.26
143668	21.00	20.00	-0.73	-0.00	10.28
143717	14.00	13.00	-0.78	-0.09	10.24
143748	19.00	18.00	-0.75	-0.06	10.33
143807	8.00	7.00	-0.72	-0.05	10.30
143847	12.00	11.00	-0.74	-0.09	10.32
143878	17.00	16.00	-0.71	-0.07	10.26
143917	17.00	16.00	-0.68	-0.05	10.37
143977	6.00	6.00	-0.68	-0.09	10.29
144008	13.00	12.00	-0.74	-0.06	10.32
144067	5.00	4.00	-0.74	-0.04	10.29
144098	12.00	11.00	-0.78	-0.08	10.35
144147	8.00	7.00	-0.70	-0.03	10.40
144178	14.00	13.00	-0.73	-0.01	10.34
144237	5.00	4.00	-0.66	-0.04	10.34
144268	12.00	11.00	-0.72	-0.06	10.36
144357	0.00	0.00	-0.76	-0.06	10.34
144387	8.00	7.00	-0.78	-0.06	10.32
144447	3.00	2.00	-0.77	-0.06	10.33
144487	8.00	7.00	-0.73	-0.06	10.23
144518	14.00	13.00	-0.70	-0.05	10.24
144577	5.00	4.00	-0.71	-0.01	10.30
144608	12.00	11.00	-0.78	-0.12	10.37
144657	8.00	7.00	-0.72	-0.07	10.38
144688	14.00	13.00	-0.73	-0.09	10.35
144747	5.00	4.00	-0.71	-0.06	10.35
144778	12.00	11.00	-0.77	-0.11	10.35
144827	8.00	7.00	-0.73	-0.10	10.29
144858	14.00	13.00	-0.79	-0.04	10.35
144917	5.00	5.00	-0.73	-0.04	10.32
144948	12.00	11.00	-0.75	-0.07	10.36
144997	8.00	7.00	-0.80	-0.07	10.39
145028	14.00	13.00	-0.75	-0.07	10.31
145087	7.00	6.00	-0.77	-0.05	10.33
145118	14.00	12.00	-0.78	-0.05	10.33
145147	21.00	18.00	-0.66	-0.08	10.31
145177	27.00	24.00	-0.73	-0.08	10.29
145208	30.00	28.00	-0.69	-0.06	10.34
145238	36.00	33.00	-0.71	-0.06	10.36
145266	41.00	38.00	-0.73	0.04	10.27
145387	0.00	0.00	-0.72	-0.09	10.31
145418	8.00	7.00	-0.79	-0.00	10.31
145447	17.00	14.00	-0.76	-0.07	10.30
145497	10.00	9.00	-0.72	-0.08	10.26
145557	3.00	3.00	-0.70	-0.02	10.29
145597	7.00	6.00	-0.74	-0.04	10.35
145628	14.00	12.00	-0.76	-0.05	10.26
145687	7.00	6.00	-0.75	-0.06	10.32
145718	14.00	12.00	-0.83	-0.01	10.27
145767	9.00	8.00	-0.74	0.00	10.30
145798	15.00	14.00	-0.70	-0.08	10.37
145857	5.00	5.00	-0.68	-0.02	10.34
145888	12.00	11.00	-0.76	-0.07	10.34
145987	0.00	0.00	-0.74	-0.06	10.39
146017	8.00	7.00	-0.73	-0.04	10.30
146067	5.00	5.00	-0.75	-0.14	10.27
146098	12.00	11.00	-0.72	-0.01	10.34
146157	4.00	3.00	-0.78	-0.00	10.30
146188	11.00	10.00	-0.71	-0.01	10.32
146237	7.00	6.00	-0.69	-0.09	10.25
146268	14.00	12.00	-0.79	-0.04	10.33
146308	16.00	15.00	-0.75	-0.04	10.34
146367	6.00	5.00	-0.70	-0.07	10.33
146398	13.00	11.00	-0.70	-0.03	10.30
146497	0.00	0.00	-0.71	-0.08	10.22
146527	8.00	7.00	-0.73	-0.09	10.33
146577	6.00	5.00	-0.72	-0.01	10.29
146608	12.00	11.00	-0.74	-0.05	10.30
146667	4.00	3.00	-0.75	-0.10	10.33
146698	11.00	10.00	-0.69	-0.01	10.25
146747	7.00	6.00	-0.77	-0.06	10.32
146778	14.00	12.00	-0.73	-0.10	10.33
146837	5.00	4.00	-0.73	-0.04	10.37
146868	12.00	11.00	-0.74	-0.03	10.36
146908	14.00	13.00	-0.78	-0.03	10.33
146957	10.00	9.00	-0.71	0.00	10.28
146988	16.00	14.00	-0.77	-0.05	10.31
147016	23.00	20.00	-0.77	-0.03	10.32
147087	5.00	4.00	-0.76	-0.01	10.35
147118	12.00	11.00	-0.76	-0.04	10.27
147177	4.00	3.00	-0.77	-0.05	10.23
147208	11.00	10.00	-0.78	-0.11	10.38
147267	3.00	3.00	-0.71	-0.11	10.33
147298	11.00	10.00	-0.75	-0.09	10.34
147347	7.00	6.00	-0.75	-0.10	10.27
147378	14.00	12.00	-0.71	-0.08	10.34
147417	14.00	13.00	-0.76	-0.07	10.24
147477	5.00	4.00	-0.75	-0.04	10.30
147517	9.00	9.00	-0.79	-0.08	10.28
147548	16.00	14.00	-0.68	-0.02	10.35
147607	6.00	5.00	-0.77	-0.04	10.32
147638	12.00	11.00	-0.72	0.00	10.30
147687	8.00	7.00	-0.76	-0.09	10.26
147718	14.00	13.00	-0.76	-0.03	10.32
147777	5.00	4.00	-0.73	-0.07	10.41
147808	12.00	11.00	-0.76	-0.08	10.34
147857	8.00	7.00	-0.69	-0.01	10.26
147888	14.00	13.00	-0.76	-0.06	10.27
147987	0.00	0.00	-0.77	-0.09	10.27
148017	8.00	7.00	-0.74	-0.09	10.30
148077	2.00	2.00	-0.74	-0.05	10.31
148108	10.00	9.00	-0.75	-0.03	10.29
148148	13.00	12.00	-0.71	-0.04	10.35
148197	9.00	8.00	-0.70	-0.05	10.29
148497	7.00	6.00	-0.72	-0.06	10.30
148528	14.00	13.00	-0.70	-0.01	10.31
148587	5.00	4.00	-0.70	-0.04	10.30
148618	12.00	11.00	-0.72	-0.03	10.38
148667	8.00	7.00	-0.74	-0.09	10.29
148698	14.00	13.00	-0.71	-0.02	10.31
148757	5.00	4.00	-0.76	-0.08	10.33
148788	12.00	11.00	-0.73	0.00	10.32
148887	0.00	0.00	-0.69	-0.06	10.32
148917	8.00	7.00	-0.77	-0.05	10.32
148967	5.00	5.00	-0.79	-0.05	10.33
148998	12.00	11.00	-0.75	-0.06	10.32
149038	15.00	14.00	-0.75	-0.05	10.32
149097	6.00	5.00	-0.75	-0.10	10.30
149128	12.00	11.00	-0.76	-0.08	10.33
149187	4.00	3.00	-0.73	-0.04	10.39
149218	11.00	10.00	-0.73	-0.08	10.30
149267	7.00	6.00	-0.77	-0.11	10.30
149298	14.00	12.00	-0.71	-0.02	10.30
149396	0.00	0.00	-0.74	-0.05	10.30
149427	8.00	7.00	-0.72	-0.06	10.32
149476	6.00	5.00	-0.78	-0.05	10.26
149507	12.00	11.00	-0.68	-0.10	10.36
149567	4.00	3.00	-0.80	-0.07	10.31
149598	11.00	10.00	-0.72	-0.08	10.35
149647	7.00	6.00	-0.69	-0.04	10.27
149697	6.00	5.00	-0.69	-0.00	10.36
149728	13.00	12.00	-0.79	-0.03	10.29
149777	8.00	7.00	-0.74	-0.06	10.34
149808	14.00	13.00	-0.76	-0.07	10.29
149867	5.00	4.00	-0.72	-0.07	10.29
149898	12.00	11.00	-0.73	-0.04	10.33
149947	8.00	7.00	-0.72	-0.06	10.28
149978	14.00	13.00	-0.65	-0.05	10.15
150027	9.00	8.00	-0.70	-0.08	10.23
150057	15.00	14.00	-0.77	-0.08	10.43
150086	22.00	19.00	-0.73	-0.07	10.39
150167	2.00	1.00	-0.69	-0.02	10.37
150198	10.00	8.00	-0.74	-0.06	10.30
150247	6.00	5.00	-0.69	-0.05	10.33
150287	10.00	9.00	-0.73	-0.05	10.28
150318	16.00	15.00	-0.73	-0.04	10.38
150377	6.00	6.00	-0.73	-0.08	10.29
150408	13.00	12.00	-0.72	-0.07	10.30
150467	4.00	4.00	-0.71	-0.05	10.30
150498	11.00	10.00	-0.77	-0.05	10.26
150586	0.00	0.00	-0.77	-0.05	10.40
150617	8.00	7.00	-0.73	-0.08	10.39
150677	2.00	2.00	-0.74	-0.08	10.30
150708	10.00	9.00	-0.71	-0.04	10.33
150757	6.00	6.00	-0.71	-0.06	10.31
150788	13.00	12.00	-0.73	-0.05	10.32
150847	5.00	4.00	-0.75	-0.13	10.29
150878	12.00	11.00	-0.72	-0.08	10.37
150918	14.00	13.00	-0.67	-0.05	10.40
150977	6.00	5.00	-0.75	-0.06	10.37
151008	12.00	11.00	-0.76	-0.06	10.32
151057	8.00	7.00	-0.77	-0.06	10.36
151088	14.00	13.00	-0.73	-0.03	10.33
151127	15.00	14.00	-0.77	-0.05	10.33
151187	5.00	5.00	-0.75	-0.05	10.30
151218	12.00	11.00	-0.71	-0.06	10.30
151277	4.00	3.00	-0.77	-0.05	10.30
151308	11.00	10.00	-0.70	-0.06	10.27
151357	7.00	6.00	-0.73	-0.08	10.27
151388	13.00	12.00	-0.77	-0.04	10.31
151447	5.00	4.00	-0.77	-0.04	10.29
151478	12.00	11.00	-0.75	-0.05	10.39
151527	6.00	6.00	-0.72	-0.06	10.37
151558	13.00	12.00	-0.68	-0.08	10.34
151617	4.00	4.00	-0.77	-0.03	10.42
151648	11.00	10.00	-0.74	-0.04	10.33
151697	7.00	6.00	-0.74	-0.10	10.23
151728	14.00	12.00	-0.69	-0.10	10.24
151826	0.00	0.00	-0.78	-0.08	10.33
151857	8.00	7.00	-0.79	-0.08	10.31
151917	2.00	2.00	-0.76	-0.06	10.30
151948	10.00	9.00	-0.71	-0.04	10.23
151997	6.00	5.00	-0.72	-0.11	10.27
152028	13.00	12.00	-0.69	-0.08	10.28
152087	4.00	3.00	-0.72	-0.11	10.32
152127	9.00	8.00	-0.74	-0.04	10.28
152158	15.00	14.00	-0.76	-0.04	10.35
152207	10.00	9.00	-0.72	-0.05	10.31
152238	16.00	14.00	-0.74	-0.08	10.34
152297	6.00	5.00	-0.70	-0.06	10.30
152328	13.00	11.00	-0.71	-0.02	10.36
152427	0.00	0.00	-0.74	-0.05	10.33
152457	8.00	7.00	-0.76	-0.07	10.30
152507	6.00	5.00	-0.71	-0.07	10.30
152538	12.00	11.00	-0.71	-0.06	10.31
152597	4.00	3.00	-0.77	-0.06	10.37
152628	11.00	10.00	-0.75	-0.04	10.30
152677	7.00	6.00	-0.78	-0.06	10.33
152708	14.00	12.00	-0.79	-0.04	10.30
152748	15.00	15.00	-0.74	-0.04	10.26
152807	6.00	5.00	-0.68	-0.04	10.42
152838	12.00	11.00	-0.70	-0.05	10.29
152937	0.00	0.00	-0.70	-0.02	10.26
152967	8.00	7.00	-0.72	-0.05	10.37
153026	3.00	2.00	-0.76	0.00	10.38
153057	10.00	9.00	-0.74	-0.08	10.32
153107	6.00	6.00	-0.76	-0.08	10.32
153138	13.00	12.00	-0.70	-0.04	10.28
153197	5.00	4.00	-0.73	-0.12	10.32
153398	46.00	44.00	-0.70	-0.08	10.33
153447	32.00	31.00	-0.75	-0.11	10.30
153478	35.00	34.00	-0.71	-0.09	10.27
153537	17.00	16.00	-0.76	-0.05	10.33
153577	19.00	18.00	-0.71	-0.02	10.39
153608	24.00	22.00	-0.74	-0.01	10.29
153647	21.00	20.00	-0.76	-0.11	10.34
153707	9.00	8.00	-0.75	-0.10	10.42
153738	15.00	14.00	-0.71	-0.06	10.29
153787	10.00	9.00	-0.71	-0.09	10.34
153818	16.00	14.00	-0.78	-0.08	10.41
153877	6.00	5.00	-0.72	-0.02	10.38
153908	13.00	12.00	-0.76	-0.08	10.33
153957	8.00	7.00	-0.75	-0.06	10.36
153988	14.00	13.00	-0.76	-0.01	10.31
154087	0.00	0.00	-0.75	-0.07	10.32
154117	8.00	7.00	-0.69	-0.07	10.36
154177	2.00	2.00	-0.79	-0.12	10.30
154217	8.00	7.00	-0.74	-0.06	10.29
154248	14.00	13.00	-0.74	-0.05	10.39
154307	5.00	4.00	-0.76	-0.12	10.32
154338	12.00	11.00	-0.67	-0.06	10.36
154387	8.00	7.00	-0.73	-0.06	10.28
154418	14.00	13.00	-0.73	-0.09	10.29
154477	6.00	5.00	-0.74	-0.02	10.32
154508	12.00	11.00	-0.72	-0.07	10.33
154557	8.00	7.00	-0.74	-0.10	10.41
154588	14.00	13.00	-0.74	-0.08	10.34
154637	9.00	8.00	-0.70	-0.10	10.32
154668	15.00	14.00	-0.72	-0.07	10.35
154696	22.00	20.00	-0.70	-0.10	10.36
154767	5.00	4.00	-0.76	-0.05	10.34
154817	5.00	4.00	-0.79	-0.09	10.36
154848	12.00	11.00	-0.70	-0.08	10.31
154897	8.00	7.00	-0.79	-0.08	10.31
154928	14.00	13.00	-0.72	-0.05	10.36
154987	5.00	4.00	-0.76	-0.07	10.30
155018	12.00	11.00	-0.71	-0.11	10.40
155067	8.00	7.00	-0.70	-0.08	10.32
155098	14.00	13.00	-0.76	-0.08	10.35
155197	0.00	0.00	-0.74	-0.05	10.36
155227	8.00	7.00	-0.68	-0.04	10.33
155287	3.00	2.00	-0.77	-0.02	10.38
155318	10.00	9.00	-0.72	-0.09	10.33
155367	6.00	5.00	-0.72	-0.03	10.25
155398	13.00	12.00	-0.70	-0.08	10.36
155438	15.00	14.00	-0.75	-0.01	10.28
155497	5.00	5.00	-0.78	-0.08	10.39
155528	12.00	11.00	-0.65	-0.06	10.30
155587	4.00	3.00	-0.77	-0.08	10.30
155618	11.00	10.00	-0.74	-0.04	10.30
155667	7.00	6.00	-0.75	-0.07	10.31
155698	14.00	12.00	-0.76	-0.12	10.26
155737	14.00	13.00	-0.75	-0.09	10.37
155797	5.00	4.00	-0.71	-0.04	10.34
155828	12.00	11.00	-0.75	-0.11	10.28
155877	8.00	7.00	-0.76	-0.09	10.34
155908	14.00	13.00	-0.71	-0.00	10.32
155967	5.00	4.00	-0.76	-0.09	10.34
155998	12.00	10.00	-0.76	-0.08	10.34
156047	6.00	5.00	-0.77	-0.10	10.36
156078	13.00	12.00	-0.72	-0.08	10.32
156137	4.00	3.00	-0.73	-0.06	10.29
156168	11.00	10.00	-0.72	-0.08	10.31
156227	4.00	3.00	-0.73	-0.09	10.33
156258	11.00	10.00	-0.76	-0.10	10.37
156307	7.00	6.00	-0.76	-0.06	10.30
156338	14.00	12.00	-0.75	-0.04	10.37
156377	14.00	13.00	-0.77	-0.04	10.28
156437	5.00	4.00	-0.75	-0.07	10.33
156468	12.00	11.00	-0.75	-0.07	10.33
156517	8.00	7.00	-0.76	-0.06	10.37
156548	14.00	13.00	-0.70	-0.05	10.29
156588	16.00	15.00	-0.70	-0.07	10.29
156647	6.00	5.00	-0.74	-0.02	10.31
156678	13.00	12.00	-0.69	-0.08	10.26
156737	4.00	4.00	-0.71	-0.06	10.33
156768	11.00	10.00	-0.75	0.01	10.32
156817	7.00	6.00	-0.77	-0.11	10.32
156848	14.00	12.00	-0.75	-0.03	10.34
156887	14.00	13.00	-0.73	-0.11	10.27
156947	5.00	4.00	-0.78	-0.03	10.32
156978	12.00	11.00	-0.69	-0.05	10.36
157037	4.00	3.00	-0.70	-0.07	10.35
157068	11.00	10.00	-0.73	-0.04	10.26
157117	7.00	6.00	-0.76	-0.07	10.37
157148	14.00	12.00	-0.77	-0.05	10.31
157188	16.00	15.00	-0.68	-0.06	10.31
157247	5.00	5.00	-0.79	-0.04	10.33
157278	12.00	11.00	-0.71	-0.06	10.37
157327	8.00	7.00	-0.69	-0.06	10.24
157358	14.00	13.00	-0.75	-0.09	10.31
157398	14.00	13.00	-0.68	-0.09	10.36
157457	6.00	5.00	-0.75	-0.10	10.32
157488	12.00	11.00	-0.70	-0.08	10.29
157547	4.00	3.00	-0.79	-0.08	10.28
157578	11.00	10.00	-0.71	-0.09	10.32
157627	7.00	6.00	-0.74	-0.09	10.28
157658	14.00	12.00	-0.77	-0.15	10.38
157717	5.00	4.00	-0.74	-0.03	10.34
157748	12.00	11.00	-0.74	-0.04	10.36
157788	15.00	14.00	-0.73	-0.06	10.31
157867	29.00	28.00	-0.74	-0.05	10.30
157927	13.00	13.00	-0.72	-0.06	10.23
157958	19.00	18.00	-0.73	-0.10	10.27
158017	8.00	7.00	-0.70	-0.04	10.40
158048	14.00	13.00	-0.70	-0.08	10.36
158097	10.00	9.00	-0.75	-0.08	10.24
158128	16.00	14.00	-0.73	-0.09	10.35
158167	15.00	14.00	-0.78	-0.07	10.34
158227	6.00	5.00	-0.77	-0.07	10.26
158258	13.00	11.00	-0.73	-0.08	10.43
158317	4.00	3.00	-0.70	-0.07	10.30
158348	11.00	10.00	-0.77	-0.06	10.25
158397	7.00	6.00	-0.75	-0.07	10.40
158437	11.00	10.00	-0.73	-0.08	10.24
158468	17.00	15.00	-0.76	-0.04	10.31
158527	6.00	5.00	-0.72	-0.05	10.34
158558	13.00	12.00	-0.74	-0.03	10.34
158607	8.00	7.00	-0.76	-0.07	10.29
158638	14.00	13.00	-0.76	-0.02	10.39
158687	9.00	8.00	-0.78	-0.08	10.27
158717	15.00	14.00	-0.69	-0.02	10.25
