Time	Pitot	Thrust	AX	AY	AZ
300427	9.00	8.00	-0.72	-0.10	10.25
300476	6.00	5.00	-0.69	-0.05	10.29
300508	13.00	12.00	-0.76	-0.08	10.28
300548	15.00	14.00	-0.73	-0.09	10.26
300607	5.00	5.00	-0.73	-0.06	10.38
300638	12.00	11.00	-0.73	-0.06	10.37
300687	8.00	7.00	-0.71	-0.06	10.37
300718	14.00	13.00	-0.73	-0.06	10.36
300747	22.00	19.00	-0.75	-0.02	10.35
300817	4.00	4.00	-0.70	-0.07	10.29
300848	11.00	10.00	-0.79	-0.03	10.39
300907	4.00	3.00	-0.66	-0.09	10.41
300938	11.00	10.00	-0.68	-0.09	10.36
300987	7.00	6.00	-0.72	-0.06	10.37
301047	17.00	16.00	-0.72	-0.08	10.26
301097	11.00	10.00	-0.69	-0.12	10.29
301157	3.00	3.00	-0.66	-0.05	10.30
301207	4.00	4.00	-0.76	-0.04	10.31
301238	12.00	10.00	-0.70	0.01	10.30
301287	7.00	6.00	-0.70	-0.08	10.28
301318	14.00	12.00	-0.72	-0.06	10.33
301377	5.00	4.00	-0.74	-0.05	10.35
301408	12.00	11.00	-0.72	-0.10	10.29
301437	19.00	17.00	-0.72	-0.04	10.31
301507	4.00	3.00	-0.72	-0.07	10.30
301538	11.00	10.00	-0.77	-0.07	10.36
301587	7.00	6.00	-0.69	-0.08	10.41
301618	14.00	12.00	-0.71	-0.07	10.33
301667	9.00	8.00	-0.69	-0.08	10.26
301716	6.00	5.00	-0.76	-0.11	10.30
301748	13.00	12.00	-0.75	-0.07	10.34
301788	15.00	14.00	-0.72	-0.08	10.24
301847	6.00	5.00	-0.71	-0.13	10.33
301878	12.00	11.00	-0.72	-0.09	10.26
301927	8.00	7.00	-0.69	-0.05	10.31
301958	14.00	13.00	-0.69	-0.08	10.30
301987	22.00	19.00	-0.72	-0.04	10.31
302057	4.00	4.00	-0.72	-0.09	10.33
302088	11.00	10.00	-0.72	-0.06	10.31
302147	4.00	3.00	-0.74	-0.09	10.28
302178	11.00	10.00	-0.70	-0.06	10.28
302267	0.00	0.00	-0.78	-0.07	10.36
302298	8.00	7.00	-0.72	-0.06	10.38
302357	2.00	2.00	-0.73	-0.05	10.31
302388	10.00	9.00	-0.72	-0.03	10.40
302428	13.00	12.00	-0.72	-0.05	10.34
302487	5.00	4.00	-0.74	-0.10	10.34
302518	12.00	11.00	-0.71	-0.08	10.35
302547	19.00	17.00	-0.68	-0.10	10.36
302607	7.00	6.00	-0.75	-0.10	10.34
302638	13.00	12.00	-0.72	-0.08	10.35
302697	5.00	4.00	-0.76	-0.04	10.34
302728	12.00	11.00	-0.77	-0.06	10.40
302787	4.00	3.00	-0.73	-0.08	10.37
302818	11.00	10.00	-0.73	-0.04	10.26
302858	12.00	11.00	-0.73	-0.09	10.32
302907	8.00	7.00	-0.73	-0.07	10.37
302938	14.00	13.00	-0.76	-0.04	10.31
302978	16.00	15.00	-0.71	-0.04	10.33
303037	6.00	5.00	-0.73	-0.06	10.34
303068	13.00	12.00	-0.72	-0.08	10.30
303117	8.00	7.00	-0.75	-0.06	10.40
303166	6.00	5.00	-0.77	-0.06	10.38
303198	12.00	11.00	-0.73	-0.04	10.36
303247	8.00	7.00	-0.71	-0.11	10.30
303278	14.00	13.00	-0.74	-0.10	10.32
303337	5.00	4.00	-0.73	-0.06	10.31
303368	12.00	11.00	-0.75	-0.06	10.38
303407	12.00	12.00	-0.70	-0.05	10.32
303467	5.00	4.00	-0.70	-0.10	10.24
303498	12.00	11.00	-0.74	-0.12	10.32
303547	7.00	6.00	-0.68	-0.10	10.30
303597	6.00	6.00	-0.74	-0.06	10.33
303628	13.00	12.00	-0.71	-0.03	10.30
303677	8.00	7.00	-0.74	-0.07	10.28
303708	14.00	13.00	-0.72	-0.02	10.32
303748	15.00	14.00	-0.75	-0.09	10.34
303807	5.00	5.00	-0.69	-0.11	10.33
303838	12.00	11.00	-0.67	-0.10	10.41
303887	8.00	7.00	-0.72	-0.06	10.44
303918	14.00	13.00	-0.73	-0.08	10.28
303967	9.00	8.00	-0.68	-0.11	10.42
303997	15.00	14.00	-0.73	-0.06	10.35
304027	22.00	19.00	-0.71	-0.09	10.34
304107	2.00	1.00	-0.80	-0.09	10.28
304138	10.00	9.00	-0.71	-0.06	10.31
304178	13.00	12.00	-0.69	-0.11	10.29
304277	0.00	0.00	-0.68	-0.05	10.32
304308	8.00	7.00	-0.70	-0.04	10.33
304357	5.00	5.00	-0.71	-0.06	10.33
304388	12.00	11.00	-0.73	-0.10	10.32
304447	4.00	3.00	-0.72	-0.12	10.30
304478	11.00	10.00	-0.72	-0.05	10.26
304527	7.00	6.00	-0.73	-0.09	10.33
304558	13.00	12.00	-0.73	-0.06	10.26
304657	0.00	0.00	-0.70	-0.05	10.38
304688	8.00	7.00	-0.77	-0.06	10.32
304747	3.00	2.00	-0.74	-0.07	10.17
304778	10.00	9.00	-0.68	-0.03	10.42
304827	6.00	6.00	-0.63	-0.05	10.41
304877	6.00	6.00	-0.70	-0.08	10.40
304908	13.00	12.00	-0.76	-0.02	10.31
304957	9.00	8.00	-0.72	-0.02	10.27
304988	15.00	14.00	-0.77	-0.05	10.26
305017	22.00	19.00	-0.74	-0.03	10.34
305087	5.00	4.00	-0.75	-0.07	10.33
305118	12.00	11.00	-0.72	-0.09	10.30
305167	8.00	7.00	-0.75	-0.10	10.31
305198	14.00	13.00	-0.72	-0.05	10.37
305247	9.00	8.00	-0.77	-0.04	10.34
305296	6.00	5.00	-0.80	-0.08	10.37
305328	13.00	12.00	-0.72	-0.06	10.31
305387	4.00	3.00	-0.72	-0.06	10.35
305418	11.00	10.00	-0.68	-0.07	10.31
305458	14.00	13.00	-0.67	-0.12	10.31
305517	5.00	4.00	-0.69	-0.11	10.33
305548	12.00	11.00	-0.68	-0.05	10.30
305597	8.00	7.00	-0.71	-0.06	10.40
305628	14.00	13.00	-0.77	-0.05	10.30
305668	14.00	13.00	-0.72	-0.03	10.34
305727	6.00	5.00	-0.77	-0.08	10.38
305758	12.00	11.00	-0.74	-0.07	10.40
305807	8.00	7.00	-0.74	-0.13	10.34
305838	14.00	13.00	-0.76	-0.08	10.19
305897	6.00	5.00	-0.72	-0.06	10.38
305928	13.00	12.00	-0.71	-0.08	10.35
305987	5.00	4.00	-0.72	-0.07	10.29
306018	12.00	10.00	-0.77	-0.04	10.29
306067	10.00	9.00	-0.75	-0.08	10.36
306107	10.00	10.00	-0.71	-0.12	10.31
306157	6.00	5.00	-0.76	-0.09	10.27
306188	13.00	12.00	-0.76	-0.10	10.34
306217	21.00	18.00	-0.70	-0.04	10.36
306247	27.00	24.00	-0.76	-0.08	10.35
306297	17.00	16.00	-0.69	-0.09	10.22
306407	0.00	0.00	-0.68	-0.10	10.34
306438	9.00	8.00	-0.73	-0.02	10.30
306627	23.00	22.00	-0.75	-0.07	10.33
306667	22.00	21.00	-0.76	-0.05	10.35
306707	20.00	19.00	-0.70	-0.06	10.21
306738	24.00	23.00	-0.76	-0.08	10.35
306797	11.00	10.00	-0.70	-0.06	10.43
306828	16.00	15.00	-0.76	-0.08	10.37
306857	23.00	20.00	-0.71	-0.06	10.34
306917	10.00	9.00	-0.76	-0.09	10.29
306948	16.00	15.00	-0.72	-0.05	10.31
307007	6.00	6.00	-0.77	-0.11	10.31
307038	14.00	12.00	-0.75	-0.10	10.32
307078	15.00	14.00	-0.68	-0.05	10.31
307137	5.00	4.00	-0.72	-0.06	10.32
307168	12.00	11.00	-0.74	-0.05	10.24
307217	8.00	7.00	-0.71	-0.04	10.28
307248	15.00	14.00	-0.73	-0.11	10.30
307347	0.00	0.00	-0.71	-0.09	10.28
307378	8.00	7.00	-0.69	-0.09	10.40
307418	12.00	11.00	-0.72	-0.08	10.28
307477	4.00	4.00	-0.74	-0.08	10.32
307508	12.00	11.00	-0.72	-0.06	10.26
307557	9.00	8.00	-0.75	-0.04	10.31
307588	16.00	14.00	-0.73	-0.10	10.40
307647	6.00	6.00	-0.73	-0.10	10.34
307678	13.00	12.00	-0.69	-0.08	10.30
307718	13.00	12.00	-0.75	-0.10	10.32
307777	5.00	4.00	-0.76	-0.10	10.32
307808	12.00	11.00	-0.67	-0.10	10.32
307857	8.00	7.00	-0.69	-0.06	10.32
307888	14.00	13.00	-0.71	-0.10	10.26
307987	0.00	0.00	-0.75	-0.02	10.29
308018	8.00	7.00	-0.72	-0.08	10.28
308058	12.00	11.00	-0.75	-0.03	10.32
308117	4.00	3.00	-0.76	-0.09	10.24
308148	11.00	10.00	-0.70	-0.06	10.36
308197	7.00	6.00	-0.74	-0.09	10.39
308228	14.00	12.00	-0.68	-0.05	10.32
308277	9.00	8.00	-0.69	-0.06	10.34
308326	6.00	5.00	-0.75	-0.05	10.37
308358	13.00	12.00	-0.65	-0.06	10.28
308417	5.00	4.00	-0.77	-0.07	10.35
308448	12.00	11.00	-0.69	-0.06	10.25
308497	8.00	7.00	-0.70	-0.15	10.31
308528	14.00	13.00	-0.71	-0.01	10.38
308627	0.00	0.00	-0.68	-0.08	10.33
308658	8.00	7.00	-0.70	-0.05	10.39
308698	12.00	11.00	-0.69	-0.07	10.32
308757	4.00	3.00	-0.72	-0.09	10.32
308788	11.00	10.00	-0.67	-0.05	10.41
308837	7.00	6.00	-0.67	-0.08	10.34
308868	14.00	12.00	-0.69	-0.07	10.23
308908	14.00	13.00	-0.70	-0.05	10.35
308967	5.00	4.00	-0.72	-0.06	10.30
308998	12.00	11.00	-0.74	-0.09	10.37
309057	4.00	3.00	-0.72	-0.09	10.42
309088	11.00	10.00	-0.69	-0.13	10.33
309137	7.00	6.00	-0.69	-0.00	10.36
309168	13.00	12.00	-0.74	-0.09	10.31
309197	19.00	17.00	-0.70	-0.09	10.34
309267	3.00	2.00	-0.76	-0.08	10.29
309298	10.00	9.00	-0.66	-0.01	10.38
309357	4.00	3.00	-0.70	-0.02	10.28
309388	11.00	10.00	-0.75	-0.07	10.30
309437	7.00	6.00	-0.69	-0.07	10.32
309468	14.00	12.00	-0.77	-0.05	10.43
309527	5.00	4.00	-0.68	-0.05	10.31
309558	12.00	11.00	-0.71	-0.09	10.36
309597	13.00	12.00	-0.73	-0.04	10.26
309647	8.00	7.00	-0.70	-0.07	10.32
309678	14.00	13.00	-0.79	-0.04	10.28
309737	4.00	4.00	-0.68	-0.06	10.28
309768	11.00	10.00	-0.78	-0.07	10.31
309827	4.00	3.00	-0.72	-0.08	10.27
309867	8.00	7.00	-0.74	-0.08	10.33
309898	14.00	13.00	-0.72	-0.05	10.34
309926	22.00	19.00	-0.68	-0.10	10.37
309997	5.00	4.00	-0.68	-0.09	10.24
310028	12.00	11.00	-0.70	-0.07	10.39
310077	8.00	7.00	-0.77	-0.09	10.36
310108	15.00	14.00	-0.73	-0.06	10.26
310158	11.00	10.00	-0.75	-0.10	10.35
310207	8.00	7.00	-0.76	-0.08	10.32
310238	14.00	13.00	-0.74	-0.05	10.32
310287	9.00	8.00	-0.68	-0.02	10.30
310318	15.00	14.00	-0.72	-0.07	10.32
310377	5.00	4.00	-0.69	-0.04	10.30
310408	10.00	9.00	-0.69	-0.03	10.30
310448	12.00	11.00	-0.73	-0.01	10.27
310488	13.00	12.00	-0.68	-0.03	10.31
310547	5.00	4.00	-0.69	-0.05	10.30
310578	12.00	11.00	-0.69	-0.05	10.35
310637	4.00	4.00	-0.77	-0.01	10.40
310668	12.00	11.00	-0.72	-0.03	10.30
310757	0.00	0.00	-0.72	-0.01	10.30
310788	8.00	7.00	-0.73	-0.08	10.32
310847	3.00	2.00	-0.74	-0.04	10.33
310878	11.00	10.00	-0.71	-0.08	10.36
310927	7.00	6.00	-0.75	-0.05	10.34
310958	13.00	12.00	-0.70	-0.06	10.32
311057	0.00	0.00	-0.73	-0.06	10.40
311088	8.00	7.00	-0.71	-0.06	10.25
311128	11.00	10.00	-0.72	-0.08	10.35
311187	3.00	3.00	-0.76	-0.07	10.34
311218	11.00	10.00	-0.72	-0.05	10.31
311277	4.00	3.00	-0.71	-0.04	10.34
311308	11.00	10.00	-0.72	-0.05	10.33
311497	54.00	51.00	-0.72	-0.06	10.37
311558	29.00	28.00	-0.71	-0.06	10.32
311617	13.00	13.00	-0.70	-0.07	10.33
311648	19.00	18.00	-0.75	-0.13	10.36
311697	13.00	12.00	-0.72	-0.01	10.41
311728	18.00	17.00	-0.74	-0.09	10.37
311757	25.00	23.00	-0.75	-0.08	10.30
311827	6.00	6.00	-0.65	-0.05	10.30
311858	13.00	12.00	-0.77	-0.07	10.30
311898	15.00	14.00	-0.70	-0.06	10.34
311957	6.00	5.00	-0.74	-0.03	10.37
311988	13.00	11.00	-0.74	-0.09	10.35
312016	20.00	17.00	-0.72	-0.03	10.43
312087	4.00	3.00	-0.73	-0.09	10.33
312118	11.00	10.00	-0.71	-0.08	10.33
312167	7.00	6.00	-0.72	-0.06	10.32
312198	14.00	12.00	-0.68	-0.09	10.37
312257	5.00	4.00	-0.69	-0.11	10.29
312288	12.00	11.00	-0.72	-0.10	10.27
312327	13.00	12.00	-0.73	-0.08	10.34
312387	4.00	4.00	-0.69	-0.06	10.36
312418	11.00	10.00	-0.73	-0.08	10.31
312458	14.00	13.00	-0.77	-0.11	10.31
312507	9.00	8.00	-0.68	-0.12	10.41
312538	15.00	14.00	-0.72	-0.05	10.34
312597	6.00	5.00	-0.70	-0.03	10.23
312628	12.00	11.00	-0.71	-0.07	10.32
312667	13.00	12.00	-0.74	0.03	10.25
312727	4.00	3.00	-0.75	-0.08	10.34
312758	11.00	10.00	-0.74	-0.08	10.34
312807	7.00	6.00	-0.67	-0.01	10.32
312838	14.00	12.00	-0.74	-0.06	10.45
312897	5.00	4.00	-0.71	-0.08	10.32
312928	11.00	10.00	-0.71	-0.08	10.31
312968	12.00	11.00	-0.75	-0.09	10.28
313027	4.00	3.00	-0.74	-0.10	10.27
313067	9.00	8.00	-0.68	-0.03	10.27
313098	15.00	14.00	-0.71	-0.05	10.30
313147	10.00	9.00	-0.75	-0.06	10.34
313178	16.00	15.00	-0.67	-0.07	10.36
313277	0.00	0.00	-0.73	-0.14	10.28
313308	8.00	7.00	-0.75	-0.05	10.30
313367	2.00	2.00	-0.74	-0.08	10.35
313398	9.00	8.00	-0.72	-0.10	10.30
313447	5.00	5.00	-0.75	-0.09	10.32
313478	12.00	11.00	-0.71	-0.02	10.40
313537	3.00	3.00	-0.69	-0.07	10.31
313568	10.00	9.00	-0.68	0.01	10.38
313617	6.00	5.00	-0.73	-0.02	10.30
313648	13.00	11.00	-0.78	-0.05	10.33
313688	15.00	14.00	-0.75	-0.03	10.30
313717	23.00	20.00	-0.72	-0.09	10.26
313787	6.00	5.00	-0.75	-0.10	10.35
313818	12.00	11.00	-0.69	-0.06	10.36
313877	4.00	3.00	-0.70	-0.09	10.37
313908	11.00	10.00	-0.69	-0.04	10.25
314007	0.00	0.00	-0.71	-0.06	10.39
314038	6.00	5.00	-0.72	-0.06	10.37
314087	2.00	1.00	-0.66	-0.08	10.35
314118	9.00	7.00	-0.67	-0.08	10.25
314177	3.00	2.00	-0.76	-0.09	10.28
314208	12.00	11.00	-0.74	-0.05	10.42
314257	8.00	7.00	-0.69	-0.07	10.38
314288	15.00	13.00	-0.74	-0.04	10.39
314328	16.00	15.00	-0.76	-0.04	10.34
314427	0.00	0.00	-0.76	-0.10	10.34
314458	8.00	7.00	-0.75	-0.08	10.34
314517	2.00	2.00	-0.72	-0.08	10.28
314548	10.00	9.00	-0.73	-0.07	10.25
314597	7.00	6.00	-0.72	-0.06	10.33
314628	14.00	13.00	-0.74	-0.08	10.37
314687	5.00	4.00	-0.70	-0.07	10.34
314718	11.00	10.00	-0.78	-0.01	10.27
314746	19.00	16.00	-0.79	-0.07	10.60
314817	3.00	2.00	-0.73	-0.04	10.37
314848	10.00	9.00	-0.74	-0.11	10.35
314897	7.00	6.00	-0.71	-0.05	10.28
314928	14.00	13.00	-0.68	-0.08	10.35
314968	17.00	16.00	-0.74	-0.03	10.35
315067	0.00	0.00	-0.70	-0.08	10.35
315098	9.00	8.00	-0.71	-0.08	10.34
315157	2.00	2.00	-0.74	-0.07	10.33
315188	8.00	7.00	-0.71	0.00	10.38
315237	3.00	3.00	-0.73	-0.07	10.29
315268	10.00	9.00	-0.72	-0.02	10.30
315327	3.00	2.00	-0.78	-0.06	10.35
315358	11.00	10.00	-0.74	-0.09	10.33
315407	8.00	7.00	-0.70	-0.04	10.34
315438	15.00	14.00	-0.69	-0.05	10.32
315467	24.00	21.00	-0.69	-0.10	10.28
315537	5.00	5.00	-0.77	-0.08	10.31
315568	12.00	11.00	-0.70	-0.09	10.34
315608	15.00	14.00	-0.74	-0.06	10.33
315667	6.00	5.00	-0.72	-0.02	10.26
315698	12.00	11.00	-0.71	-0.05	10.32
315726	18.00	16.00	-0.74	-0.05	10.30
315797	3.00	3.00	-0.75	-0.08	10.37
315828	11.00	10.00	-0.66	-0.06	10.34
315877	9.00	8.00	-0.76	-0.05	10.39
315908	16.00	14.00	-0.68	-0.10	10.33
315967	6.00	5.00	-0.72	-0.10	10.29
315998	12.00	11.00	-0.68	-0.05	10.28
316038	13.00	12.00	-0.73	-0.09	10.36
316097	5.00	4.00	-0.75	-0.05	10.26
316397	18.00	17.00	-0.67	-0.03	10.28
316428	23.00	22.00	-0.71	-0.10	10.29
316468	23.00	22.00	-0.71	-0.07	10.29
316567	0.00	0.00	-0.70	-0.03	10.42
316598	8.00	7.00	-0.75	-0.11	10.27
316647	6.00	5.00	-0.72	-0.08	10.39
316678	12.00	11.00	-0.71	-0.03	10.44
316737	4.00	3.00	-0.72	-0.11	10.38
316768	11.00	10.00	-0.76	-0.06	10.26
316867	0.00	0.00	-0.70	-0.03	10.31
316898	8.00	7.00	-0.74	-0.05	10.33
316947	6.00	5.00	-0.74	-0.07	10.30
316978	12.00	11.00	-0.71	-0.04	10.33
317037	4.00	3.00	-0.67	-0.05	10.31
317068	11.00	10.00	-0.68	-0.10	10.29
317117	7.00	6.00	-0.73	-0.04	10.35
317157	11.00	10.00	-0.73	-0.09	10.34
317188	17.00	15.00	-0.77	-0.09	10.37
317228	16.00	15.00	-0.76	-0.10	10.19
317287	6.00	5.00	-0.73	-0.08	10.41
317318	13.00	12.00	-0.74	-0.06	10.26
317377	4.00	4.00	-0.72	-0.07	10.31
317408	11.00	10.00	-0.73	-0.07	10.29
317457	7.00	6.00	-0.75	-0.09	10.36
317488	13.00	12.00	-0.72	-0.07	10.25
317517	21.00	18.00	-0.71	-0.02	10.34
317587	4.00	3.00	-0.75	-0.09	10.37
317618	11.00	10.00	-0.73	-0.03	10.25
317677	4.00	3.00	-0.72	-0.05	10.26
317717	8.00	8.00	-0.71	-0.09	10.38
317748	15.00	13.00	-0.69	-0.05	10.36
317847	0.00	0.00	-0.73	-0.12	10.22
317878	8.00	7.00	-0.68	-0.06	10.34
317927	6.00	5.00	-0.73	-0.13	10.33
317958	12.00	11.00	-0.67	-0.05	10.28
318017	4.00	3.00	-0.76	-0.10	10.31
318048	11.00	10.00	-0.72	-0.07	10.32
318097	7.00	6.00	-0.69	-0.10	10.36
318128	13.00	12.00	-0.79	-0.12	10.26
318157	21.00	18.00	-0.70	-0.06	10.32
318227	4.00	3.00	-0.73	-0.12	10.29
318258	11.00	10.00	-0.69	-0.11	10.32
318317	3.00	3.00	-0.74	-0.08	10.34
318357	8.00	7.00	-0.73	-0.07	10.30
318388	13.00	12.00	-0.71	-0.04	10.30
318487	0.00	0.00	-0.72	-0.06	10.25
318518	8.00	7.00	-0.67	-0.06	10.35
318567	6.00	5.00	-0.70	-0.04	10.42
318598	13.00	12.00	-0.64	-0.04	10.41
318657	5.00	4.00	-0.80	-0.04	10.28
318688	12.00	11.00	-0.71	-0.06	10.33
318737	8.00	7.00	-0.69	-0.04	10.34
318768	15.00	13.00	-0.77	-0.11	10.41
318797	22.00	19.00	-0.71	-0.05	10.32
318867	5.00	4.00	-0.72	-0.03	10.37
318898	12.00	10.00	-0.72	-0.04	10.38
318957	4.00	3.00	-0.69	-0.04	10.31
318997	9.00	8.00	-0.69	-0.08	10.31
319028	15.00	13.00	-0.69	-0.05	10.27
319077	9.00	8.00	-0.74	-0.02	10.35
319108	15.00	13.00	-0.75	-0.06	10.36
319207	0.00	0.00	-0.75	-0.10	10.35
319238	8.00	7.00	-0.78	-0.04	10.41
319297	2.00	2.00	-0.75	-0.02	10.34
319328	10.00	9.00	-0.73	-0.08	10.34
319377	7.00	6.00	-0.72	-0.08	10.30
319408	14.00	13.00	-0.73	-0.11	10.31
319467	5.00	4.00	-0.72	-0.07	10.36
319498	12.00	11.00	-0.73	-0.04	10.37
319538	13.00	12.00	-0.64	-0.05	10.34
319597	5.00	4.00	-0.76	-0.05	10.30
319637	9.00	8.00	-0.69	-0.06	10.33
319668	15.00	14.00	-0.72	-0.07	10.34
319717	10.00	9.00	-0.72	-0.12	10.33
319748	16.00	14.00	-0.71	-0.07	10.40
319847	0.00	0.00	-0.72	-0.04	10.35
319878	8.00	7.00	-0.72	-0.08	10.34
319937	2.00	1.00	-0.76	-0.05	10.30
319968	9.00	8.00	-0.75	-0.09	10.29
320017	6.00	5.00	-0.68	-0.07	10.29
320048	13.00	12.00	-0.67	-0.00	10.37
320107	4.00	4.00	-0.70	-0.09	10.30
320138	11.00	10.00	-0.72	-0.07	10.28
320237	0.00	0.00	-0.72	-0.06	10.37
320268	8.00	7.00	-0.72	-0.04	10.31
320308	11.00	10.00	-0.70	-0.05	10.33
320357	7.00	6.00	-0.76	-0.09	10.32
320388	13.00	12.00	-0.72	-0.08	10.41
320447	5.00	4.00	-0.74	-0.06	10.35
320478	12.00	11.00	-0.78	-0.09	10.37
320577	0.00	0.00	-0.72	-0.06	10.35
320608	8.00	7.00	-0.72	-0.08	10.34
320657	6.00	5.00	-0.73	-0.12	10.29
320688	12.00	11.00	-0.70	-0.07	10.32
320747	4.00	3.00	-0.74	-0.09	10.35
320778	11.00	10.00	-0.76	-0.05	10.34
320877	0.00	0.00	-0.75	-0.04	10.30
320908	8.00	7.00	-0.76	-0.02	10.31
320957	6.00	5.00	-0.74	-0.08	10.22
320997	10.00	9.00	-0.73	-0.10	10.33
321028	16.00	14.00	-0.72	-0.07	10.34
321087	5.00	5.00	-0.75	-0.05	10.35
321197	6.00	6.00	-0.75	-0.05	10.37
321227	13.00	12.00	-0.74	-0.08	10.33
321257	21.00	18.00	-0.66	-0.08	10.28
321288	24.00	23.00	-0.74	-0.07	10.37
321347	11.00	10.00	-0.71	-0.05	10.32
321378	17.00	15.00	-0.73	-0.09	10.36
321427	11.00	10.00	-0.75	-0.06	10.36
321467	12.00	11.00	-0.68	-0.03	10.23
321498	17.00	16.00	-0.70	0.00	10.37
321557	7.00	6.00	-0.71	-0.09	10.27
321588	13.00	12.00	-0.70	-0.01	10.43
321628	15.00	15.00	-0.70	-0.15	10.28
321687	6.00	5.00	-0.74	-0.05	10.26
321718	12.00	11.00	-0.70	-0.10	10.36
321757	13.00	12.00	-0.76	-0.07	10.35
321807	8.00	7.00	-0.74	-0.09	10.33
321838	14.00	13.00	-0.69	-0.07	10.29
321897	5.00	5.00	-0.73	-0.04	10.36
321928	12.00	11.00	-0.73	-0.02	10.29
321987	4.00	3.00	-0.71	-0.08	10.31
322018	11.00	10.00	-0.76	-0.06	10.35
322107	0.00	0.00	-0.71	-0.08	10.36
322138	8.00	7.00	-0.69	-0.11	10.34
322197	2.00	2.00	-0.70	-0.04	10.26
322228	10.00	9.00	-0.70	-0.02	10.32
322268	13.00	12.00	-0.73	-0.05	10.34
322327	5.00	4.00	-0.76	-0.07	10.40
322358	12.00	11.00	-0.70	-0.05	10.38
322447	0.00	0.00	-0.67	-0.05	10.38
322478	8.00	7.00	-0.77	-0.07	10.36
322537	2.00	2.00	-0.71	-0.09	10.34
322568	10.00	9.00	-0.75	-0.09	10.25
322627	3.00	2.00	-0.70	-0.05	10.25
322658	10.00	9.00	-0.76	-0.07	10.29
322707	6.00	6.00	-0.74	-0.08	10.32
322738	13.00	12.00	-0.76	-0.11	10.27
322797	5.00	4.00	-0.70	-0.07	10.34
322828	12.00	11.00	-0.74	-0.09	10.28
322868	14.00	13.00	-0.74	-0.04	10.33
322897	22.00	19.00	-0.73	-0.07	10.35
322967	5.00	4.00	-0.72	-0.08	10.36
322998	12.00	10.00	-0.72	-0.04	10.31
323047	8.00	7.00	-0.72	-0.04	10.20
323078	14.00	13.00	-0.72	-0.07	10.29
323177	0.00	0.00	-0.66	-0.11	10.37
323207	8.00	7.00	-0.70	-0.05	10.35
323267	2.00	2.00	-0.71	-0.05	10.35
323298	10.00	9.00	-0.74	-0.06	10.37
323347	6.00	5.00	-0.68	-0.05	10.32
323378	13.00	12.00	-0.70	-0.04	10.35
323437	4.00	3.00	-0.74	-0.04	10.30
323468	11.00	10.00	-0.72	-0.08	10.31
323508	14.00	13.00	-0.72	-0.06	10.37
323536	21.00	19.00	-0.76	-0.08	10.34
323607	4.00	4.00	-0.67	-0.05	10.34
323638	11.00	10.00	-0.71	-0.07	10.37
323687	7.00	6.00	-0.74	-0.07	10.23
323718	13.00	12.00	-0.70	-0.04	10.33
323777	5.00	4.00	-0.67	-0.12	10.29
323808	12.00	11.00	-0.73	-0.09	10.31
323837	19.00	17.00	-0.68	-0.09	10.34
323907	4.00	3.00	-0.74	-0.01	10.29
323938	11.00	10.00	-0.78	-0.07	10.41
323987	7.00	6.00	-0.72	-0.10	10.33
324018	13.00	12.00	-0.70	-0.09	10.33
324117	0.00	0.00	-0.74	-0.07	10.37
324157	6.00	5.00	-0.68	-0.10	10.36
324188	13.00	12.00	-0.78	-0.11	10.27
324247	4.00	3.00	-0.65	-0.07	10.34
324278	11.00	10.00	-0.72	-0.05	10.35
324327	7.00	6.00	-0.72	-0.04	10.34
324358	13.00	12.00	-0.75	-0.07	10.38
324457	0.00	0.00	-0.74	-0.07	10.30
324488	8.00	7.00	-0.71	-0.08	10.26
324547	2.00	2.00	-0.75	-0.07	10.38
324578	10.00	9.00	-0.74	-0.08	10.35
324627	6.00	6.00	-0.71	-0.04	10.30
324658	13.00	12.00	-0.68	-0.09	10.31
324717	4.00	4.00	-0.72	-0.06	10.40
324748	11.00	10.00	-0.73	-0.02	10.33
324788	14.00	13.00	-0.72	-0.10	10.37
324887	0.00	0.00	-0.74	-0.05	10.39
324918	8.00	7.00	-0.68	-0.04	10.31
324967	5.00	5.00	-0.69	-0.07	10.26
324998	12.00	11.00	-0.73	-0.05	10.32
325057	4.00	3.00	-0.71	-0.07	10.33
325088	11.00	10.00	-0.72	-0.04	10.26
325187	0.00	0.00	-0.76	-0.02	10.24
325218	8.00	7.00	-0.68	-0.04	10.26
325267	5.00	5.00	-0.70	-0.07	10.33
325298	12.00	11.00	-0.68	-0.04	10.39
325357	4.00	4.00	-0.69	-0.10	10.33
325388	11.00	10.00	-0.72	-0.04	10.35
325437	7.00	6.00	-0.74	-0.05	10.40
325477	11.00	10.00	-0.73	-0.04	10.37
325526	7.00	6.00	-0.73	-0.06	10.30
325558	14.00	12.00	-0.65	-0.08	10.29
325607	9.00	8.00	-0.76	-0.08	10.34
325638	15.00	14.00	-0.72	-0.04	10.37
325697	5.00	5.00	-0.70	-0.07	10.22
325728	12.00	11.00	-0.72	-0.14	10.31
325777	8.00	7.00	-0.75	-0.08	10.34
325808	14.00	13.00	-0.68	-0.06	10.29
325848	14.00	13.00	-0.71	-0.10	10.35
325907	5.00	4.00	-0.68	-0.01	10.25
325938	12.00	11.00	-0.69	-0.06	10.30
325997	4.00	3.00	-0.70	-0.05	10.31
326028	11.00	10.00	-0.73	-0.10	10.34
326068	14.00	13.00	-0.74	-0.05	10.31
326117	9.00	8.00	-0.71	-0.08	10.27
